ID_employee,Пол,Возраст,Стаж,Должность,Зарплата
636,жен,60,58,научный сотрудник,60000
637,муж,78,30,главный научный сотрудник,90000
638,муж,47,52,младший научный сотрудник,100000
639,муж,76,47,старший научный сотрудник,90000
640,муж,80,52,младший научный сотрудник,50000
641,муж,53,17,старший научный сотрудник,40000
642,муж,70,56,ведущий научный сотрудник,80000
643,муж,60,24,научный сотрудник,170000
644,муж,69,26,стажёр-исследователь,180000
645,жен,82,22,старший научный сотрудник,170000
646,жен,43,3,старший научный сотрудник,120000
647,жен,37,30,научный сотрудник,170000
648,жен,67,4,ведущий научный сотрудник,180000
649,муж,62,5,младший научный сотрудник,150000
650,муж,61,46,старший научный сотрудник,120000
651,жен,84,39,главный научный сотрудник,130000
652,муж,58,66,ведущий научный сотрудник,130000
653,муж,75,54,главный научный сотрудник,120000
654,жен,44,34,стажёр-исследователь,190000
655,жен,68,21,научный сотрудник,70000
656,жен,88,50,младший научный сотрудник,130000
657,жен,25,16,ведущий научный сотрудник,150000
658,жен,39,28,стажёр-исследователь,60000
659,муж,90,61,научный сотрудник,80000
660,муж,68,9,стажёр-исследователь,180000
661,муж,73,18,научный сотрудник,50000
662,жен,80,20,научный сотрудник,60000
663,жен,42,1,главный научный сотрудник,80000
664,муж,30,51,научный сотрудник,160000
665,жен,51,37,старший научный сотрудник,20000
666,муж,77,1,стажёр-исследователь,130000
667,жен,86,40,научный сотрудник,80000
668,жен,76,64,ведущий научный сотрудник,20000
669,муж,43,21,стажёр-исследователь,80000
670,муж,55,27,старший научный сотрудник,50000
671,жен,86,29,стажёр-исследователь,90000
672,жен,33,32,старший научный сотрудник,180000
673,жен,88,56,ведущий научный сотрудник,120000
674,жен,86,6,главный научный сотрудник,180000
675,муж,38,25,стажёр-исследователь,190000
676,муж,75,70,научный сотрудник,120000
677,муж,74,70,ведущий научный сотрудник,130000
678,муж,75,52,научный сотрудник,70000
679,жен,58,36,главный научный сотрудник,110000
680,жен,48,29,старший научный сотрудник,90000
681,жен,66,1,главный научный сотрудник,110000
682,жен,37,57,научный сотрудник,50000
683,жен,31,8,стажёр-исследователь,140000
684,муж,70,31,младший научный сотрудник,160000
685,жен,39,28,ведущий научный сотрудник,110000
686,муж,70,45,ведущий научный сотрудник,170000
687,жен,42,20,ведущий научный сотрудник,170000
688,жен,62,39,научный сотрудник,30000
689,жен,61,23,научный сотрудник,190000
690,муж,74,12,главный научный сотрудник,20000
691,муж,54,33,стажёр-исследователь,40000
692,жен,81,33,ведущий научный сотрудник,120000
693,жен,54,25,старший научный сотрудник,90000
694,муж,49,10,главный научный сотрудник,20000
695,муж,22,42,научный сотрудник,100000
696,жен,21,30,старший научный сотрудник,20000
697,муж,26,43,стажёр-исследователь,180000
698,жен,89,49,стажёр-исследователь,110000
699,жен,67,20,ведущий научный сотрудник,100000
700,муж,39,53,старший научный сотрудник,190000
701,муж,51,37,стажёр-исследователь,190000
702,муж,55,10,стажёр-исследователь,100000
703,жен,29,50,главный научный сотрудник,190000
704,жен,67,66,научный сотрудник,60000
705,жен,23,15,младший научный сотрудник,50000
706,жен,57,40,главный научный сотрудник,80000
707,жен,64,62,главный научный сотрудник,140000
708,муж,58,63,научный сотрудник,190000
709,муж,64,7,младший научный сотрудник,90000
710,жен,29,56,главный научный сотрудник,80000
711,муж,85,35,главный научный сотрудник,80000
712,жен,35,29,ведущий научный сотрудник,120000
713,муж,82,50,главный научный сотрудник,120000
714,муж,88,18,старший научный сотрудник,120000
715,муж,75,64,младший научный сотрудник,90000
716,муж,40,63,главный научный сотрудник,50000
717,жен,31,36,научный сотрудник,60000
718,муж,74,19,старший научный сотрудник,70000
719,жен,80,16,стажёр-исследователь,170000
720,муж,32,15,младший научный сотрудник,140000
721,муж,33,3,младший научный сотрудник,50000
722,жен,26,49,главный научный сотрудник,180000
723,муж,26,68,научный сотрудник,30000
724,жен,88,69,старший научный сотрудник,110000
725,муж,57,64,стажёр-исследователь,20000
726,муж,23,66,старший научный сотрудник,90000
727,муж,37,66,старший научный сотрудник,60000
728,муж,31,26,старший научный сотрудник,190000
729,жен,48,11,стажёр-исследователь,190000
730,жен,65,32,главный научный сотрудник,50000
731,жен,75,58,стажёр-исследователь,30000
732,жен,48,40,младший научный сотрудник,70000
733,жен,45,0,главный научный сотрудник,140000
734,жен,22,28,научный сотрудник,30000
735,муж,40,39,стажёр-исследователь,130000
736,муж,52,1,стажёр-исследователь,170000
737,жен,79,13,ведущий научный сотрудник,50000
738,жен,36,41,ведущий научный сотрудник,140000
739,муж,57,10,главный научный сотрудник,130000
740,муж,82,29,научный сотрудник,100000
741,жен,83,21,ведущий научный сотрудник,100000
742,муж,57,43,младший научный сотрудник,100000
743,муж,29,15,главный научный сотрудник,70000
744,муж,70,28,старший научный сотрудник,170000
745,муж,30,32,стажёр-исследователь,130000
746,муж,43,5,младший научный сотрудник,190000
747,жен,32,30,научный сотрудник,40000
748,муж,28,48,научный сотрудник,140000
749,муж,73,48,научный сотрудник,150000
750,муж,31,25,ведущий научный сотрудник,70000
751,жен,64,49,стажёр-исследователь,90000
752,жен,58,50,младший научный сотрудник,30000
753,муж,25,62,научный сотрудник,190000
754,жен,64,12,младший научный сотрудник,140000
755,жен,61,50,научный сотрудник,80000
756,жен,77,38,научный сотрудник,40000
757,жен,66,62,младший научный сотрудник,100000
758,жен,74,61,ведущий научный сотрудник,140000
759,муж,42,11,научный сотрудник,50000
760,жен,65,28,научный сотрудник,120000
761,муж,71,24,старший научный сотрудник,20000
762,муж,58,27,старший научный сотрудник,30000
763,муж,27,41,ведущий научный сотрудник,150000
764,муж,50,14,главный научный сотрудник,70000
765,жен,30,34,научный сотрудник,50000
766,жен,66,18,стажёр-исследователь,160000
767,жен,27,33,старший научный сотрудник,150000
768,муж,67,6,стажёр-исследователь,30000
769,муж,53,26,главный научный сотрудник,120000
770,жен,87,17,главный научный сотрудник,90000
771,муж,33,5,стажёр-исследователь,160000
772,жен,24,54,главный научный сотрудник,190000
773,муж,51,47,старший научный сотрудник,50000
774,жен,64,50,научный сотрудник,140000
775,жен,75,49,главный научный сотрудник,30000
776,муж,59,9,научный сотрудник,40000
777,жен,26,65,научный сотрудник,90000
778,муж,71,36,младший научный сотрудник,130000
779,муж,66,16,старший научный сотрудник,170000
780,жен,59,16,научный сотрудник,60000
781,муж,68,38,научный сотрудник,170000
782,муж,80,49,старший научный сотрудник,120000
783,муж,51,29,научный сотрудник,110000
784,муж,55,1,главный научный сотрудник,150000
785,муж,56,38,ведущий научный сотрудник,150000
786,муж,79,23,научный сотрудник,140000
787,муж,46,1,научный сотрудник,150000
788,муж,87,49,научный сотрудник,90000
789,жен,28,21,главный научный сотрудник,150000
790,муж,47,26,научный сотрудник,190000
791,муж,39,5,научный сотрудник,190000
792,муж,30,64,стажёр-исследователь,140000
793,муж,31,18,стажёр-исследователь,50000
794,муж,68,20,младший научный сотрудник,160000
795,жен,50,0,младший научный сотрудник,70000
796,муж,38,15,стажёр-исследователь,30000
797,муж,43,60,главный научный сотрудник,120000
798,жен,62,20,научный сотрудник,70000
799,муж,37,59,научный сотрудник,70000
800,муж,83,70,научный сотрудник,160000
801,жен,54,54,стажёр-исследователь,180000
802,муж,42,37,научный сотрудник,160000
803,жен,40,52,младший научный сотрудник,190000
804,муж,73,1,научный сотрудник,190000
805,муж,90,67,научный сотрудник,190000
806,муж,21,44,старший научный сотрудник,80000
807,муж,45,65,научный сотрудник,170000
808,жен,80,51,главный научный сотрудник,90000
809,муж,80,64,старший научный сотрудник,100000
810,муж,53,20,младший научный сотрудник,70000
811,жен,49,40,старший научный сотрудник,80000
812,жен,34,25,ведущий научный сотрудник,40000
813,муж,50,30,научный сотрудник,160000
814,жен,52,56,старший научный сотрудник,160000
815,жен,85,40,стажёр-исследователь,110000
816,жен,29,30,младший научный сотрудник,100000
817,муж,36,41,главный научный сотрудник,150000
818,муж,32,26,стажёр-исследователь,100000
819,жен,38,27,младший научный сотрудник,190000
820,жен,70,49,главный научный сотрудник,140000
821,муж,86,46,научный сотрудник,80000
822,жен,66,37,научный сотрудник,30000
823,жен,21,20,научный сотрудник,30000
824,муж,69,68,ведущий научный сотрудник,70000
825,муж,68,14,стажёр-исследователь,30000
826,муж,29,67,ведущий научный сотрудник,170000
827,муж,55,56,стажёр-исследователь,120000
828,муж,59,10,главный научный сотрудник,110000
829,жен,69,3,главный научный сотрудник,90000
830,муж,82,1,главный научный сотрудник,140000
831,муж,21,54,старший научный сотрудник,130000
832,муж,27,24,стажёр-исследователь,100000
833,муж,54,18,младший научный сотрудник,170000
834,жен,40,10,ведущий научный сотрудник,190000
835,жен,36,8,главный научный сотрудник,60000
836,жен,49,1,ведущий научный сотрудник,140000
837,муж,59,13,старший научный сотрудник,60000
838,муж,39,31,старший научный сотрудник,110000
839,муж,76,56,старший научный сотрудник,100000
840,муж,21,16,главный научный сотрудник,40000
841,жен,88,52,младший научный сотрудник,160000
842,жен,24,13,главный научный сотрудник,120000
843,муж,52,28,младший научный сотрудник,120000
844,муж,51,26,научный сотрудник,30000
845,жен,79,69,ведущий научный сотрудник,80000
846,муж,88,6,старший научный сотрудник,20000
847,жен,31,43,научный сотрудник,130000
848,жен,25,4,стажёр-исследователь,140000
849,жен,81,69,старший научный сотрудник,60000
850,жен,52,40,стажёр-исследователь,100000
851,муж,62,33,ведущий научный сотрудник,170000
852,жен,41,29,младший научный сотрудник,120000
853,муж,75,19,стажёр-исследователь,150000
854,муж,73,12,главный научный сотрудник,160000
855,жен,37,2,главный научный сотрудник,120000
856,муж,43,13,старший научный сотрудник,50000
857,жен,45,14,главный научный сотрудник,50000
858,муж,47,47,ведущий научный сотрудник,90000
859,муж,54,49,младший научный сотрудник,190000
860,муж,60,62,научный сотрудник,190000
861,муж,56,19,научный сотрудник,140000
862,жен,27,48,старший научный сотрудник,160000
863,жен,41,35,ведущий научный сотрудник,20000
864,жен,59,70,научный сотрудник,120000
865,муж,72,21,ведущий научный сотрудник,40000
866,жен,31,67,ведущий научный сотрудник,190000
867,муж,45,38,ведущий научный сотрудник,90000
868,жен,52,64,научный сотрудник,130000
869,жен,31,47,главный научный сотрудник,190000
870,муж,79,61,стажёр-исследователь,30000
871,муж,77,68,главный научный сотрудник,130000
872,муж,38,1,главный научный сотрудник,180000
873,жен,37,40,главный научный сотрудник,60000
874,муж,69,29,ведущий научный сотрудник,130000
875,муж,39,1,главный научный сотрудник,40000
876,жен,69,68,научный сотрудник,60000
877,жен,59,66,младший научный сотрудник,100000
878,жен,49,68,главный научный сотрудник,100000
879,муж,44,8,младший научный сотрудник,170000
880,муж,81,67,старший научный сотрудник,150000
881,жен,72,61,научный сотрудник,120000
882,муж,53,32,ведущий научный сотрудник,170000
883,жен,32,35,младший научный сотрудник,60000
884,муж,66,23,главный научный сотрудник,20000
885,жен,45,18,ведущий научный сотрудник,70000
886,жен,75,21,младший научный сотрудник,50000
887,жен,72,17,старший научный сотрудник,180000
888,жен,70,61,научный сотрудник,60000
889,муж,62,25,ведущий научный сотрудник,120000
890,жен,33,52,научный сотрудник,50000
891,жен,65,36,старший научный сотрудник,110000
892,муж,69,4,ведущий научный сотрудник,60000
893,муж,86,27,научный сотрудник,90000
894,муж,77,5,стажёр-исследователь,90000
895,жен,41,60,младший научный сотрудник,180000
896,жен,54,32,младший научный сотрудник,140000
897,муж,59,70,младший научный сотрудник,90000
898,муж,41,4,стажёр-исследователь,80000
899,жен,42,14,ведущий научный сотрудник,170000
900,муж,40,33,стажёр-исследователь,190000
901,муж,75,62,главный научный сотрудник,80000
902,жен,67,7,стажёр-исследователь,110000
903,муж,55,35,научный сотрудник,30000
904,муж,23,46,ведущий научный сотрудник,50000
905,муж,31,40,стажёр-исследователь,90000
906,муж,80,23,младший научный сотрудник,60000
907,муж,60,28,старший научный сотрудник,170000
908,жен,62,67,младший научный сотрудник,90000
909,жен,84,13,научный сотрудник,190000
910,муж,34,21,старший научный сотрудник,40000
911,жен,54,11,старший научный сотрудник,20000
912,муж,23,65,главный научный сотрудник,180000
913,муж,42,63,научный сотрудник,140000
914,жен,70,58,научный сотрудник,70000
915,муж,61,39,младший научный сотрудник,100000
916,жен,74,9,старший научный сотрудник,120000
917,жен,78,38,старший научный сотрудник,140000
918,муж,27,44,научный сотрудник,80000
919,жен,25,30,ведущий научный сотрудник,100000
920,жен,56,33,главный научный сотрудник,50000
921,жен,63,36,научный сотрудник,50000
922,муж,65,14,стажёр-исследователь,90000
923,муж,24,34,старший научный сотрудник,170000
924,муж,49,28,ведущий научный сотрудник,40000
925,муж,61,7,главный научный сотрудник,150000
926,жен,24,20,научный сотрудник,100000
927,жен,40,6,ведущий научный сотрудник,170000
928,жен,65,36,младший научный сотрудник,130000
929,жен,40,47,младший научный сотрудник,140000
930,муж,25,43,младший научный сотрудник,140000
931,муж,62,4,стажёр-исследователь,150000
932,жен,53,31,стажёр-исследователь,60000
933,муж,74,12,старший научный сотрудник,20000
934,муж,85,10,научный сотрудник,30000
935,муж,71,12,стажёр-исследователь,190000
936,жен,44,12,главный научный сотрудник,70000
937,жен,57,66,младший научный сотрудник,140000
938,муж,62,55,младший научный сотрудник,160000
939,муж,79,24,старший научный сотрудник,60000
940,жен,49,10,научный сотрудник,90000
941,муж,33,23,ведущий научный сотрудник,110000
942,жен,30,65,младший научный сотрудник,180000
943,муж,40,64,научный сотрудник,120000
944,муж,80,3,младший научный сотрудник,70000
945,муж,42,41,научный сотрудник,160000
946,жен,25,52,стажёр-исследователь,180000
947,муж,75,28,старший научный сотрудник,140000
948,муж,31,48,главный научный сотрудник,130000
949,муж,84,43,стажёр-исследователь,40000
950,жен,70,28,ведущий научный сотрудник,120000
951,жен,85,46,научный сотрудник,190000
952,муж,25,16,научный сотрудник,160000
953,муж,35,45,старший научный сотрудник,170000
954,муж,49,40,научный сотрудник,40000
955,жен,46,24,научный сотрудник,30000
956,жен,77,59,стажёр-исследователь,80000
957,муж,82,64,младший научный сотрудник,150000
958,муж,81,12,стажёр-исследователь,180000
959,жен,74,67,младший научный сотрудник,70000
960,муж,48,24,ведущий научный сотрудник,90000
961,муж,48,49,главный научный сотрудник,30000
962,жен,47,36,научный сотрудник,50000
963,муж,85,40,стажёр-исследователь,170000
964,жен,80,64,стажёр-исследователь,170000
965,жен,58,31,младший научный сотрудник,90000
966,жен,25,31,стажёр-исследователь,90000
967,жен,59,2,главный научный сотрудник,70000
968,жен,48,51,младший научный сотрудник,160000
969,жен,43,70,старший научный сотрудник,150000
970,муж,36,11,ведущий научный сотрудник,120000
971,муж,37,39,научный сотрудник,100000
972,жен,36,5,старший научный сотрудник,140000
973,жен,39,64,ведущий научный сотрудник,40000
974,жен,35,68,научный сотрудник,80000
975,жен,58,39,ведущий научный сотрудник,50000
976,муж,73,4,главный научный сотрудник,110000
977,муж,85,11,младший научный сотрудник,150000
978,муж,73,4,младший научный сотрудник,30000
979,жен,27,26,ведущий научный сотрудник,170000
980,муж,72,39,старший научный сотрудник,130000
981,жен,29,2,младший научный сотрудник,140000
982,жен,29,27,стажёр-исследователь,40000
983,жен,79,6,главный научный сотрудник,80000
984,жен,73,38,научный сотрудник,20000
985,жен,89,4,научный сотрудник,90000
986,жен,64,52,главный научный сотрудник,190000
987,жен,54,42,главный научный сотрудник,180000
988,муж,83,66,старший научный сотрудник,120000
989,муж,78,60,старший научный сотрудник,90000
990,муж,89,57,старший научный сотрудник,150000
991,жен,36,44,младший научный сотрудник,30000
992,жен,48,26,старший научный сотрудник,150000
993,жен,28,38,ведущий научный сотрудник,180000
994,муж,65,50,научный сотрудник,80000
995,жен,70,68,главный научный сотрудник,120000
996,жен,67,47,ведущий научный сотрудник,70000
997,жен,53,5,младший научный сотрудник,80000
998,жен,53,52,научный сотрудник,70000
999,муж,73,18,старший научный сотрудник,150000
1000,жен,36,49,стажёр-исследователь,180000
1001,муж,33,38,старший научный сотрудник,120000
1002,муж,87,26,ведущий научный сотрудник,50000
1003,муж,70,60,научный сотрудник,70000
1004,муж,75,3,научный сотрудник,150000
1005,муж,53,12,ведущий научный сотрудник,30000
1006,муж,52,27,ведущий научный сотрудник,100000
1007,жен,31,0,младший научный сотрудник,20000
1008,муж,56,10,главный научный сотрудник,190000
1009,жен,44,39,ведущий научный сотрудник,70000
1010,муж,85,62,главный научный сотрудник,120000
1011,муж,62,16,главный научный сотрудник,80000
1012,жен,59,18,главный научный сотрудник,150000
1013,муж,57,10,научный сотрудник,130000
1014,муж,51,45,младший научный сотрудник,90000
1015,муж,69,27,ведущий научный сотрудник,20000
1016,жен,40,2,стажёр-исследователь,80000
1017,жен,52,48,стажёр-исследователь,190000
1018,муж,63,18,ведущий научный сотрудник,160000
1019,жен,24,4,стажёр-исследователь,190000
1020,жен,63,12,стажёр-исследователь,50000
1021,жен,86,48,ведущий научный сотрудник,150000
1022,жен,37,40,главный научный сотрудник,180000
1023,муж,45,21,главный научный сотрудник,140000
1024,муж,35,28,ведущий научный сотрудник,60000
1025,муж,44,58,главный научный сотрудник,130000
1026,жен,31,14,стажёр-исследователь,70000
1027,жен,52,58,ведущий научный сотрудник,150000
1028,жен,89,42,ведущий научный сотрудник,30000
1029,муж,70,68,научный сотрудник,60000
1030,жен,30,14,ведущий научный сотрудник,40000
1031,муж,35,54,главный научный сотрудник,70000
1032,жен,61,38,ведущий научный сотрудник,90000
1033,жен,66,6,главный научный сотрудник,190000
1034,жен,41,44,главный научный сотрудник,20000
1035,жен,54,37,стажёр-исследователь,150000
1036,муж,74,57,младший научный сотрудник,190000
1037,муж,90,32,младший научный сотрудник,70000
1038,жен,53,70,главный научный сотрудник,40000
1039,жен,42,1,научный сотрудник,130000
1040,муж,72,12,ведущий научный сотрудник,50000
1041,муж,34,8,младший научный сотрудник,40000
1042,жен,24,22,младший научный сотрудник,100000
1043,муж,77,16,научный сотрудник,20000
1044,муж,61,11,стажёр-исследователь,150000
1045,муж,53,14,главный научный сотрудник,190000
1046,жен,41,43,стажёр-исследователь,60000
1047,жен,34,61,ведущий научный сотрудник,30000
1048,муж,68,39,научный сотрудник,140000
1049,муж,54,16,стажёр-исследователь,120000
1050,муж,37,14,ведущий научный сотрудник,60000
1051,жен,67,20,стажёр-исследователь,180000
1052,муж,81,61,младший научный сотрудник,160000
1053,жен,49,1,научный сотрудник,100000
1054,жен,55,25,научный сотрудник,140000
1055,жен,79,7,главный научный сотрудник,50000
1056,жен,38,58,научный сотрудник,150000
1057,муж,24,56,научный сотрудник,120000
1058,жен,89,25,ведущий научный сотрудник,110000
1059,жен,74,41,главный научный сотрудник,140000
1060,жен,67,10,главный научный сотрудник,140000
1061,муж,81,3,ведущий научный сотрудник,180000
1062,муж,61,25,младший научный сотрудник,50000
1063,жен,59,69,главный научный сотрудник,70000
1064,жен,42,39,старший научный сотрудник,20000
1065,муж,81,29,научный сотрудник,20000
1066,жен,83,27,младший научный сотрудник,80000
1067,жен,24,17,ведущий научный сотрудник,170000
1068,жен,47,5,старший научный сотрудник,130000
1069,муж,84,62,ведущий научный сотрудник,20000
1070,жен,54,2,старший научный сотрудник,20000
1071,жен,49,60,младший научный сотрудник,40000
1072,муж,45,5,старший научный сотрудник,60000
1073,муж,86,51,младший научный сотрудник,90000
1074,жен,62,56,главный научный сотрудник,50000
1075,муж,49,43,младший научный сотрудник,160000
1076,жен,32,65,научный сотрудник,180000
1077,муж,59,60,научный сотрудник,40000
1078,муж,42,42,научный сотрудник,120000
1079,жен,88,53,ведущий научный сотрудник,100000
1080,муж,25,62,главный научный сотрудник,20000
1081,жен,26,2,старший научный сотрудник,80000
1082,муж,22,64,научный сотрудник,150000
1083,муж,86,63,главный научный сотрудник,100000
1084,муж,29,20,стажёр-исследователь,40000
1085,жен,63,7,старший научный сотрудник,180000
1086,муж,51,30,научный сотрудник,140000
1087,муж,34,61,ведущий научный сотрудник,20000
1088,жен,75,3,стажёр-исследователь,190000
1089,жен,66,24,младший научный сотрудник,80000
1090,жен,45,42,главный научный сотрудник,100000
1091,жен,75,66,научный сотрудник,110000
1092,жен,27,22,главный научный сотрудник,50000
1093,жен,71,43,главный научный сотрудник,110000
1094,жен,81,30,научный сотрудник,80000
1095,муж,31,31,младший научный сотрудник,130000
1096,муж,52,33,младший научный сотрудник,20000
1097,муж,46,47,ведущий научный сотрудник,100000
1098,муж,63,5,старший научный сотрудник,30000
1099,жен,62,62,старший научный сотрудник,50000
1100,жен,90,6,главный научный сотрудник,50000
1101,муж,22,39,младший научный сотрудник,140000
1102,муж,65,52,ведущий научный сотрудник,30000
1103,муж,50,36,ведущий научный сотрудник,190000
1104,жен,37,8,ведущий научный сотрудник,190000
1105,жен,37,21,младший научный сотрудник,30000
1106,муж,29,14,научный сотрудник,20000
1107,муж,83,14,младший научный сотрудник,180000
1108,муж,23,4,научный сотрудник,70000
1109,жен,57,45,научный сотрудник,120000
1110,муж,79,66,младший научный сотрудник,30000
1111,жен,65,9,главный научный сотрудник,170000
1112,муж,58,8,ведущий научный сотрудник,40000
1113,жен,21,35,старший научный сотрудник,120000
1114,жен,57,33,главный научный сотрудник,30000
1115,муж,45,7,младший научный сотрудник,140000
1116,муж,90,2,старший научный сотрудник,80000
1117,жен,37,69,стажёр-исследователь,190000
1118,жен,63,48,стажёр-исследователь,60000
1119,жен,81,43,главный научный сотрудник,150000
1120,жен,49,41,ведущий научный сотрудник,100000
1121,муж,49,63,главный научный сотрудник,110000
1122,муж,81,39,стажёр-исследователь,190000
1123,муж,70,12,старший научный сотрудник,100000
1124,муж,35,46,старший научный сотрудник,140000
1125,муж,52,57,ведущий научный сотрудник,100000
1126,муж,58,69,стажёр-исследователь,170000
1127,жен,54,20,младший научный сотрудник,20000
1128,жен,58,51,старший научный сотрудник,30000
1129,муж,58,43,ведущий научный сотрудник,180000
1130,жен,47,38,старший научный сотрудник,120000
1131,муж,58,43,старший научный сотрудник,170000
1132,муж,22,59,младший научный сотрудник,150000
1133,муж,60,33,стажёр-исследователь,130000
1134,жен,83,49,младший научный сотрудник,50000
1135,жен,67,65,стажёр-исследователь,100000
1136,жен,56,68,стажёр-исследователь,80000
1137,жен,56,18,младший научный сотрудник,80000
1138,жен,67,36,старший научный сотрудник,170000
1139,муж,23,8,стажёр-исследователь,60000
1140,жен,52,38,главный научный сотрудник,130000
1141,жен,80,60,ведущий научный сотрудник,70000
1142,муж,32,59,младший научный сотрудник,40000
1143,муж,74,20,старший научный сотрудник,20000
1144,муж,56,37,главный научный сотрудник,20000
1145,жен,41,55,стажёр-исследователь,40000
1146,муж,24,61,главный научный сотрудник,160000
1147,муж,54,40,научный сотрудник,180000
1148,муж,25,3,научный сотрудник,160000
1149,муж,31,59,младший научный сотрудник,180000
1150,жен,77,31,старший научный сотрудник,110000
1151,жен,73,25,старший научный сотрудник,150000
1152,муж,70,24,главный научный сотрудник,190000
1153,муж,38,42,главный научный сотрудник,190000
1154,муж,60,46,научный сотрудник,110000
1155,муж,23,12,младший научный сотрудник,180000
1156,жен,85,63,ведущий научный сотрудник,30000
1157,жен,26,30,старший научный сотрудник,150000
1158,жен,80,58,научный сотрудник,50000
1159,муж,52,16,старший научный сотрудник,60000
1160,муж,63,68,старший научный сотрудник,70000
1161,муж,63,2,главный научный сотрудник,100000
1162,жен,41,24,стажёр-исследователь,180000
1163,муж,43,40,ведущий научный сотрудник,70000
1164,муж,24,14,научный сотрудник,190000
1165,муж,51,39,старший научный сотрудник,70000
1166,жен,70,29,стажёр-исследователь,60000
1167,муж,71,54,ведущий научный сотрудник,180000
1168,муж,87,24,научный сотрудник,130000
1169,жен,64,13,младший научный сотрудник,60000
1170,муж,50,56,младший научный сотрудник,160000
1171,муж,63,37,главный научный сотрудник,120000
1172,муж,54,53,ведущий научный сотрудник,170000
1173,муж,65,31,стажёр-исследователь,180000
1174,жен,76,0,научный сотрудник,130000
1175,муж,57,14,главный научный сотрудник,80000
1176,жен,38,55,стажёр-исследователь,190000
1177,муж,32,32,младший научный сотрудник,40000
1178,муж,54,34,старший научный сотрудник,80000
1179,жен,49,44,стажёр-исследователь,190000
1180,жен,78,63,стажёр-исследователь,60000
1181,жен,51,8,младший научный сотрудник,110000
1182,жен,26,14,старший научный сотрудник,40000
1183,жен,63,50,младший научный сотрудник,140000
1184,жен,61,33,ведущий научный сотрудник,150000
1185,муж,56,62,главный научный сотрудник,180000
1186,жен,43,45,ведущий научный сотрудник,130000
1187,муж,40,11,стажёр-исследователь,50000
1188,муж,83,11,ведущий научный сотрудник,180000
1189,жен,40,24,младший научный сотрудник,140000
1190,жен,87,24,главный научный сотрудник,40000
1191,жен,22,30,старший научный сотрудник,40000
1192,жен,61,67,научный сотрудник,80000
1193,муж,65,62,главный научный сотрудник,60000
1194,жен,38,58,младший научный сотрудник,20000
1195,жен,69,60,научный сотрудник,180000
1196,муж,75,52,научный сотрудник,30000
1197,муж,48,49,ведущий научный сотрудник,130000
1198,муж,74,27,ведущий научный сотрудник,120000
1199,муж,22,59,научный сотрудник,150000
1200,жен,46,52,стажёр-исследователь,150000
