ID_medicine,ID_protein,Название,Порция
952,5,Цин Рабелок,50
953,6,Сан Вагисепт,330
954,3,Плюс Бавенсио,230
955,12,Канон Дабловир,110
956,1,П Трава,310
957,1,Акри Бавенсио,390
958,6, Рабелок,30
959,4,Чабреца Заласта,240
960,5,Агри Вагисепт,130
961,6,Агри Иардол,140
962,6, Убистезин,290
963,2,Коли Лавудин,110
964,8, Йогексол,20
965,2,Плюс Габапентин,260
966,5,Вертекс Заласта,320
967,8, Бавенсио,30
968,5,ОД Вагисепт,220
969,11,Агри Вагисепт,170
970,2,Вертекс Цевикал,90
971,5, Убистезин,170
972,2,Коли Лавудин,150
973,12,Форте Жанин,160
974,3,Форте Бавенсио,320
975,1,Сан Цевикал,290
976,7,Чабреца Йогексол,180
977,4,ОД Убистезин,120
978,9,Цин Рабелок,460
979,4,Агри Трава,300
980,12,Минус Жанин,60
981,9,Ретард Вагисепт,220
982,11,ОД Бавенсио,230
983,3,Агри Рабелок,360
984,12,Вертекс Жанин,30
985,12,Плюс Эбермин,400
986,12,Л52 Йогексол,370
987,3, Лавудин,100
988,5,Л52 Заласта,90
989,11,Плюс Заласта,470
990,12,Плюс Лавудин,340
991,4,Ретард Трава,50
992,12,Юниор Рабепразол,360
993,1,Акри Таксакад,360
994,9,Форте Заласта,100
995,9,Хай Кром,320
996,7,Агри Йогексол,30
997,8, Рабепразол,50
998,10,Канон Габапентин,300
999,9,Чабреца Бавенсио,340
1000,2,Плюс Лавудин,160
1001,6, Рабепразол,120
1002,10,Чабреца Бавенсио,40
1003,10,КУ-Таб Йогексол,100
1004,7,Форте Бавенсио,80
1005,3,Коли Трава,260
1006,4, Лавудин,430
1007,11, Трава,320
1008,6, Кром,490
1009,10,Л52 Трава,90
1010,1,Ретард Халиксол,20
1011,7,Цин Лавудин,120
1012,5, Бавенсио,400
1013,11,Сан Бавенсио,310
1014,7,Цин Заласта,390
1015,9, Иардол,190
1016,8,Агри Йогексол,350
1017,12,Канон Трава,400
1018,8,Канон Рабепразол,180
1019,11, Халиксол,20
1020,3,Л52 Рабелок,160
1021,5,Ретард Габапентин,330
1022,5, Таксакад,120
1023,5,ОД Таксакад,310
1024,12,Вертекс Йогексол,260
1025,5,Вертекс Убистезин,220
1026,8,П Кром,230
1027,2,Чабреца Пайлекс,360
1028,7, Трава,260
1029,8, Бавенсио,110
1030,4, Дабловир,400
1031,6,Чабреца Вагисепт,300
1032,10,Вертекс Заласта,370
1033,5,Вертекс Цевикал,430
1034,2,Плюс Заласта,380
1035,6,Сан Йогексол,200
1036,1,Юниор Кабецин,50
1037,10,Хай Кабецин,200
1038,11,Акри Рабелок,40
1039,6,Л52 Габапентин,230
1040,7,Минус Пайлекс,20
1041,11,Коли Эбермин,50
1042,10,Агри Дабловир,210
1043,10,Юниор Лавудин,240
1044,4, Таксакад,200
1045,3,П Габапентин,150
1046,3, Дабловир,90
1047,6,Чабреца Цевикал,210
1048,9,Акри Халиксол,260
1049,6,Агри Кром,90
1050,3, Кром,420
1051,1,Цин Заласта,110
1052,11,Плюс Пайлекс,380
1053,3,Ретард Цевикал,300
1054,8, Кабецин,390
1055,11,Юниор Кром,30
1056,2, Убистезин,450
1057,10,ОД Трава,100
1058,1,Акри Габапентин,300
1059,1,Форте Кром,430
1060,3,Минус Заласта,380
1061,2,Минус Рабелок,400
1062,1, Йогексол,70
1063,7,Ретард Вагисепт,150
1064,1, Эбермин,170
1065,12,КУ-Таб Рабепразол,50
1066,5,Канон Бавенсио,60
1067,10,Хай Кабецин,330
1068,1,Агри Габапентин,90
1069,6,Л52 Лавудин,490
1070,6,КУ-Таб Рабелок,20
1071,2,Канон Рабелок,260
1072,3,Хай Убистезин,470
1073,9,Ретард Пайлекс,100
1074,6, Пайлекс,20
1075,10,Минус Трава,450
1076,4,Юниор Габапентин,50
1077,2,Сан Бавенсио,240
1078,8,Чабреца Пайлекс,110
1079,7,Л52 Эбермин,30
1080,6,Сан Заласта,460
1081,7, Йогексол,330
1082,6, Цевикал,60
1083,9,Вертекс Таксакад,250
1084,4,Канон Пайлекс,250
1085,5,Агри Дабловир,390
1086,2,Ретард Убистезин,140
1087,9,Плюс Йогексол,50
1088,9,Вертекс Рабепразол,90
1089,10,КУ-Таб Рабелок,470
1090,1,Юниор Трава,410
1091,12,П Убистезин,280
1092,1, Вагисепт,250
1093,4,Агри Цевикал,360
1094,8,Коли Лавудин,300
1095,7, Трава,170
1096,1,Юниор Кабецин,370
1097,12,ОД Йогексол,150
1098,1, Бавенсио,480
1099,1,Агри Трава,130
1100,2, Халиксол,50
1101,8,Ретард Рабепразол,170
1102,3,П Трава,350
1103,10,Сан Дабловир,140
1104,8,Хай Заласта,270
1105,3,Форте Йогексол,390
1106,8,Акри Иардол,320
1107,12, Рабелок,270
1108,8,Юниор Заласта,300
1109,7,Агри Кабецин,430
1110,8,П Таксакад,70
1111,9, Эбермин,380
1112,5,КУ-Таб Дабловир,330
1113,7,Минус Дабловир,90
1114,4,П Кром,40
1115,6,Хай Таксакад,190
1116,6,Хай Халиксол,130
1117,10, Убистезин,110
1118,6, Кабецин,300
1119,11,Сан Рабепразол,280
1120,6,П Бавенсио,400
1121,7,Минус Убистезин,480
1122,2,Коли Вагисепт,240
1123,4,Хай Убистезин,210
1124,1,Хай Дабловир,300
1125,6,Чабреца Габапентин,70
1126,12, Кабецин,370
1127,7,Форте Халиксол,230
1128,12,Вертекс Таксакад,420
1129,8,Цин Дабловир,180
1130,3,Коли Кром,30
1131,5,Ретард Кабецин,220
1132,9,Цин Заласта,370
1133,4,Канон Лавудин,420
1134,8,Л52 Иардол,350
1135,4,Хай Заласта,60
1136,12,Цин Халиксол,280
1137,11, Заласта,350
1138,8,Цин Трава,270
1139,7,Канон Жанин,310
1140,2, Габапентин,80
1141,8,Минус Халиксол,420
1142,3, Эбермин,470
1143,4,Юниор Бавенсио,60
1144,3,Форте Рабелок,80
1145,3, Эбермин,120
1146,1,П Рабепразол,140
1147,8, Трава,220
1148,5,Цин Жанин,390
1149,10, Убистезин,80
1150,11,ОД Рабелок,60
1151,6, Заласта,170
1152,2,Вертекс Дабловир,320
1153,10,Л52 Убистезин,360
1154,5,Агри Бавенсио,310
1155,12,П Йогексол,440
1156,1,Л52 Заласта,120
1157,10, Лавудин,20
1158,4,Акри Дабловир,370
1159,4,Ретард Таксакад,80
1160,3, Вагисепт,490
1161,6,КУ-Таб Габапентин,340
1162,2,П Халиксол,100
1163,1, Цевикал,140
1164,1, Вагисепт,310
1165,11,Цин Кром,210
1166,9,Л52 Рабелок,330
1167,8, Жанин,40
1168,5,Л52 Таксакад,120
1169,10,Акри Таксакад,100
1170,9,Юниор Кабецин,110
1171,2,КУ-Таб Рабелок,260
1172,5,Чабреца Жанин,140
1173,10,Сан Лавудин,410
1174,3, Бавенсио,410
1175,6,Цин Вагисепт,310
1176,10, Пайлекс,30
1177,11,Форте Дабловир,60
1178,9,Сан Рабелок,440
1179,4,ОД Иардол,110
1180,5,Минус Пайлекс,80
1181,3,КУ-Таб Халиксол,80
1182,2,Цин Заласта,20
1183,6, Габапентин,70
1184,1, Таксакад,430
1185,5, Кром,90
1186,10,Минус Трава,140
1187,12,Форте Дабловир,190
1188,6,Минус Эбермин,120
1189,1,КУ-Таб Бавенсио,410
1190,4,Плюс Халиксол,460
1191,8, Жанин,430
1192,6,Вертекс Жанин,220
1193,4,Чабреца Халиксол,200
1194,4,Вертекс Цевикал,310
1195,2,Л52 Убистезин,260
1196,7,Л52 Цевикал,20
1197,1,Хай Бавенсио,150
1198,9,Вертекс Бавенсио,190
1199,9,Цин Рабелок,240
1200,11,ОД Вагисепт,370
